"idauniq","Paternal_Occ_Intermediate","Paternal_Occ_High","Self_Occ_Intermediate","Self_Occ_High","Education_Intermediate","Education_Degree","Wealth_Second_Tertile","Wealth_Third_Tertile","Age","Sex"
117822,0,0,1,0,1,0,0,1,56,2
117824,0,1,0,0,0,0,0,1,61,2
117826,0,1,1,0,1,0,1,0,67,2
117830,0,1,1,0,1,0,0,1,55,2
117831,1,0,1,0,0,1,0,1,61,1
117834,1,0,0,1,0,1,0,1,62,1
117839,0,1,0,0,0,0,0,0,82,2
117842,0,1,1,0,1,0,0,0,59,1
117845,0,0,0,0,1,0,1,0,55,2
117846,0,1,0,1,1,0,1,0,73,2
117849,0,1,0,1,1,0,0,1,66,1
117850,0,1,0,1,0,1,1,0,80,2
117852,0,1,0,1,1,0,0,1,69,1
117856,0,0,0,0,0,1,1,0,60,1
117864,1,0,0,0,1,0,1,0,64,2
117865,0,1,0,1,0,1,0,1,64,1
117866,1,0,0,1,1,0,0,0,61,1
117871,0,0,-99,-99,1,0,1,0,61,2
117874,0,1,0,0,0,0,0,0,71,2
117878,1,0,0,0,1,0,0,1,53,2
117882,0,0,0,0,1,0,1,0,66,1
117885,1,0,0,0,1,0,1,0,76,1
117887,0,1,0,1,0,1,0,1,76,2
117888,1,0,0,0,0,0,0,0,70,2
117889,1,0,0,1,1,0,1,0,70,1
117895,1,0,0,0,1,0,1,0,72,1
117899,0,0,0,0,0,0,0,0,70,2
117900,0,1,0,1,0,1,-99,-99,60,2
117903,0,1,1,0,1,0,0,1,74,2
117906,1,0,0,1,1,0,1,0,70,2
117912,0,0,0,0,1,0,0,0,57,1
117920,-99,-99,1,0,1,0,1,0,68,2
117921,0,0,0,0,1,0,1,0,67,1
117922,0,1,0,1,0,1,0,1,62,2
117925,0,1,0,0,1,0,0,1,71,2
117932,0,1,1,0,0,1,1,0,55,2
117935,0,1,0,1,1,0,0,1,64,2
117939,0,1,0,0,1,0,1,0,58,2
117942,0,0,0,0,1,0,0,0,54,2
117944,0,0,0,0,1,0,1,0,60,1
117952,1,0,0,1,0,1,0,1,79,1
117954,1,0,0,0,1,0,1,0,67,2
117956,1,0,0,1,1,0,1,0,76,2
117968,0,0,0,1,0,1,0,0,77,1
117970,0,1,0,1,1,0,0,1,78,1
117971,0,1,0,1,0,1,1,0,63,2
117974,1,0,0,1,0,1,0,1,54,2
117976,0,1,0,0,0,0,0,0,59,1
117977,0,1,0,1,0,1,0,1,64,1
117979,0,1,0,1,0,1,0,1,54,2
117981,0,1,1,0,1,0,0,1,65,1
117988,1,0,0,1,0,1,0,0,65,1
117991,1,0,0,0,0,0,0,0,71,1
117996,1,0,0,1,1,0,0,1,78,1
118001,0,1,0,1,0,1,0,1,53,1
118002,0,1,1,0,1,0,0,1,56,1
118012,0,0,0,0,1,0,-99,-99,71,1
118016,0,1,0,1,0,0,0,0,61,2
118020,1,0,0,1,1,0,-99,-99,59,2
118033,0,1,0,0,1,0,0,1,58,1
118034,0,1,0,0,1,0,0,0,59,2
118040,1,0,1,0,0,0,1,0,72,1
118041,0,1,0,0,1,0,0,0,57,1
118047,0,1,0,1,0,1,0,1,87,2
118051,0,1,0,1,0,1,0,1,49,1
118054,0,1,0,1,0,1,0,1,79,1
118055,1,0,0,1,1,0,0,1,49,2
118056,0,0,-99,-99,0,0,0,1,88,2
118058,1,0,0,1,1,0,0,1,63,1
118063,1,0,1,0,1,0,1,0,54,2
118064,0,1,0,1,1,0,0,0,62,1
118067,1,0,0,0,0,0,0,1,62,1
118068,1,0,0,0,1,0,1,0,61,2
118071,0,0,-99,-99,0,0,0,0,80,2
118073,0,0,1,0,1,0,0,1,60,2
118074,0,1,0,0,0,1,0,1,61,1
118075,0,0,0,0,0,0,0,0,70,2
118080,0,1,0,1,1,0,0,1,62,2
118081,0,1,0,0,1,0,0,1,54,1
118082,0,1,0,0,1,0,1,0,55,2
118084,0,0,1,0,1,0,1,0,65,1
118089,1,0,0,1,0,1,0,1,60,1
118092,0,1,1,0,1,0,0,1,70,1
118094,0,0,1,0,1,0,1,0,70,1
118096,0,0,0,0,1,0,1,0,57,2
118098,1,0,0,0,1,0,0,1,79,1
118101,0,1,0,0,1,0,0,0,72,2
118103,1,0,1,0,1,0,0,1,63,2
118116,0,0,1,0,1,0,-99,-99,64,2
118118,1,0,0,1,1,0,1,0,67,2
118120,0,0,0,0,1,0,0,0,62,2
118122,0,1,1,0,1,0,1,0,55,2
118125,1,0,1,0,1,0,0,1,64,2
118131,1,0,1,0,0,0,0,1,63,2
118135,0,0,0,1,1,0,1,0,60,1
118136,0,1,0,1,1,0,0,1,59,2
118137,0,1,0,1,1,0,0,1,59,2
118142,0,0,1,0,1,0,1,0,79,1
118143,0,0,1,0,0,1,1,0,60,2
118145,0,1,0,1,1,0,0,1,76,1
118146,0,0,0,1,1,0,0,0,62,1
118148,1,0,0,1,0,1,0,1,65,1
118150,0,1,0,0,0,0,0,1,68,2
118152,0,1,1,0,1,0,0,1,67,2
118156,0,0,0,0,0,0,1,0,62,2
118165,0,0,1,0,0,0,0,1,57,2
118169,0,0,0,1,1,0,0,0,79,2
118173,0,1,0,0,1,0,1,0,63,2
118174,0,0,0,0,1,0,0,0,71,1
118176,1,0,0,0,1,0,0,0,54,1
118180,1,0,1,0,1,0,1,0,59,2
118182,0,1,0,0,1,0,1,0,67,1
118184,0,0,1,0,1,0,0,1,57,2
118186,0,0,0,1,0,1,0,1,74,1
118190,0,1,0,1,0,1,1,0,45,1
118191,-99,-99,0,0,1,0,0,1,80,2
118198,1,0,0,1,0,1,1,0,60,1
118200,0,1,0,0,1,0,0,0,62,1
118210,1,0,0,0,0,0,1,0,76,1
118218,1,0,1,0,1,0,0,1,72,2
118219,1,0,0,0,1,0,0,1,59,2
118221,0,0,0,0,0,0,0,1,70,1
118224,0,0,0,0,1,0,-99,-99,43,2
118231,1,0,1,0,1,0,0,1,57,1
118238,-99,-99,0,0,0,0,0,1,76,1
118239,0,1,0,1,1,0,0,0,86,2
118243,0,0,0,1,0,1,1,0,58,1
118249,0,1,0,1,1,0,0,0,76,2
118252,0,1,1,0,1,0,0,1,60,2
118254,1,0,1,0,0,0,0,1,57,2
118260,1,0,1,0,0,1,0,0,59,2
118261,1,0,1,0,1,0,0,1,58,2
118269,0,0,0,0,1,0,1,0,53,2
118271,0,1,0,1,0,1,1,0,62,1
118272,1,0,-99,-99,0,0,1,0,71,2
118273,0,1,0,1,0,0,1,0,68,1
118281,0,1,0,1,0,0,0,1,74,1
118284,0,0,1,0,1,0,1,0,61,2
118287,1,0,1,0,0,0,1,0,67,2
118289,1,0,1,0,1,0,1,0,61,2
118290,0,1,1,0,1,0,1,0,74,2
118291,1,0,0,1,1,0,0,0,63,2
118292,0,1,1,0,0,1,1,0,60,2
118298,0,0,1,0,1,0,1,0,72,2
118300,1,0,0,1,0,0,0,1,61,2
118302,1,0,1,0,1,0,0,1,56,2
118303,0,1,0,1,0,1,0,1,68,1
118310,0,1,0,0,1,0,0,0,71,2
118313,0,0,0,0,0,0,0,0,85,2
118316,0,0,1,0,0,0,0,1,82,1
118319,0,0,0,0,1,0,1,0,61,2
118320,0,0,0,1,1,0,1,0,75,1
118336,1,0,0,1,1,0,1,0,60,2
118340,0,1,1,0,1,0,1,0,75,2
118345,1,0,0,1,1,0,0,1,69,2
118346,0,0,0,0,0,1,0,0,57,2
118347,0,1,0,0,1,0,0,0,68,1
118349,0,0,1,0,1,0,1,0,65,2
118351,0,0,1,0,1,0,0,1,59,2
118352,0,1,0,1,0,1,-99,-99,80,2
118356,0,0,0,0,0,0,-99,-99,61,2
118358,0,1,0,0,1,0,0,1,65,1
118360,1,0,0,0,1,0,0,0,61,2
118364,0,1,0,1,0,1,0,1,69,1
118365,0,0,0,1,0,1,0,1,64,2
118367,-99,-99,1,0,0,0,1,0,63,1
118368,1,0,0,0,0,0,1,0,80,2
118371,1,0,0,0,1,0,1,0,57,1
118373,0,1,1,0,1,0,0,0,65,2
118374,0,1,0,0,1,0,0,1,75,2
118375,0,1,0,0,1,0,1,0,78,2
118382,0,1,0,0,1,0,0,1,63,1
118386,0,0,0,0,0,0,0,0,70,2
118388,0,0,0,1,1,0,0,0,70,2
118392,0,1,1,0,1,0,0,1,67,2
118393,0,0,0,0,1,0,1,0,61,2
118400,0,0,0,0,0,0,0,1,73,2
118416,0,0,0,0,0,0,0,0,73,2
118419,0,1,0,1,0,1,0,1,59,2
118425,1,0,1,0,0,1,0,1,73,1
118429,1,0,0,0,1,0,1,0,63,2
118430,0,1,1,0,1,0,0,1,68,1
118436,-99,-99,0,0,1,0,0,0,72,2
118439,1,0,0,0,1,0,0,0,60,1
118445,1,0,0,1,0,1,0,1,61,2
118446,1,0,1,0,1,0,-99,-99,53,2
118455,0,1,0,1,1,0,0,1,72,2
118458,0,1,1,0,1,0,1,0,61,2
118460,1,0,1,0,1,0,1,0,76,1
118466,0,1,0,1,0,1,1,0,62,2
118471,-99,-99,0,1,0,1,1,0,61,1
118475,0,1,0,0,0,0,0,0,58,1
118478,0,1,0,1,0,1,0,1,55,1
118480,1,0,0,0,1,0,1,0,60,1
118481,0,1,1,0,1,0,0,1,65,1
118485,1,0,0,1,1,0,0,1,67,2
118486,0,0,0,0,0,0,0,0,62,1
118491,0,1,0,1,0,1,0,1,60,2
118492,0,0,1,0,0,0,0,1,74,2
118501,1,0,0,0,1,0,0,0,59,1
118509,1,0,0,0,1,0,0,0,60,1
118512,-99,-99,0,1,0,1,0,1,62,1
118514,0,1,0,1,0,1,0,1,55,1
118516,1,0,1,0,1,0,0,0,60,2
118517,0,1,0,1,1,0,-99,-99,62,2
118519,1,0,0,0,1,0,-99,-99,61,2
118526,1,0,0,0,0,0,0,1,78,1
118535,1,0,0,0,1,0,0,0,59,1
118538,0,0,0,0,1,0,1,0,68,2
118539,1,0,0,1,1,0,0,0,64,2
118540,1,0,1,0,1,0,0,1,63,2
118542,0,0,1,0,1,0,1,0,57,1
118545,1,0,0,1,1,0,0,1,87,1
118557,0,1,0,1,0,0,0,0,71,1
118559,0,1,0,1,0,1,0,1,65,1
118561,1,0,0,0,0,0,1,0,66,2
118563,0,1,0,1,0,1,0,1,61,2
118568,0,1,1,0,1,0,0,1,65,2
118581,0,1,0,1,0,1,0,1,67,1
118584,0,1,-99,-99,0,0,0,0,71,1
118589,0,1,0,0,1,0,0,1,59,2
118595,1,0,0,1,0,1,0,1,56,1
118596,0,0,1,0,1,0,0,1,65,1
118597,0,0,1,0,1,0,0,0,60,2
118598,0,0,1,0,1,0,1,0,58,2
118599,0,1,0,1,1,0,0,1,63,1
118600,1,0,1,0,1,0,0,0,64,1
118601,0,1,1,0,0,0,0,0,73,2
118603,0,0,0,1,1,0,-99,-99,59,2
118604,0,0,1,0,1,0,1,0,57,2
118607,0,1,0,0,1,0,0,0,60,1
118609,0,0,0,1,1,0,0,1,64,1
118611,0,1,1,0,0,0,1,0,73,2
118615,0,1,0,1,1,0,0,1,75,1
118617,1,0,1,0,1,0,0,0,72,2
118619,1,0,0,1,0,1,0,1,59,1
118620,0,1,0,0,1,0,0,1,57,2
118621,0,0,0,0,1,0,0,0,61,1
118625,-99,-99,0,0,1,0,1,0,59,1
118629,0,1,0,1,1,0,0,1,70,2
118630,0,0,1,0,1,0,0,1,77,1
118639,0,1,0,1,0,1,0,1,77,1
118640,0,1,1,0,1,0,1,0,60,2
118646,0,0,0,0,1,0,0,0,64,2
118648,0,1,1,0,1,0,0,1,60,2
118654,1,0,0,0,1,0,0,0,58,2
118655,0,0,0,0,1,0,0,0,59,1
118657,0,0,0,1,0,1,1,0,41,2
118660,0,0,0,1,1,0,0,1,57,2
118661,1,0,0,0,1,0,1,0,74,2
118664,1,0,0,1,1,0,1,0,73,2
118665,0,1,1,0,1,0,0,0,67,1
118667,0,0,0,0,1,0,-99,-99,56,2
118670,0,1,0,1,0,1,1,0,67,2
118679,0,0,0,0,1,0,0,0,58,2
118684,1,0,0,0,1,0,1,0,49,2
118687,0,1,0,0,0,0,0,0,64,1
118689,0,1,1,0,0,1,1,0,55,2
118692,0,0,1,0,1,0,0,1,71,1
118697,1,0,0,1,1,0,0,0,78,2
118699,1,0,0,1,0,1,1,0,59,1
118704,0,1,0,1,1,0,-99,-99,43,2
118709,0,0,1,0,0,0,1,0,75,2
118710,1,0,1,0,0,0,1,0,73,2
118716,0,0,0,0,0,0,0,0,70,2
118721,0,0,0,1,1,0,0,1,57,2
118722,1,0,1,0,1,0,1,0,77,2
118725,1,0,0,0,1,0,1,0,78,2
118728,0,0,0,1,0,0,0,0,74,2
118730,0,0,0,0,1,0,0,0,65,2
118732,0,1,0,1,0,1,0,1,66,1
118734,0,1,0,1,0,1,0,1,56,2
118738,0,0,0,0,0,0,-99,-99,67,2
118739,0,1,0,1,0,1,0,1,58,2
118740,0,0,1,0,1,0,1,0,68,2
118746,1,0,0,0,0,0,1,0,78,1
118747,1,0,1,0,1,0,0,1,63,1
118748,0,0,0,0,0,0,1,0,65,2
118749,1,0,0,0,1,0,0,1,71,1
118752,0,0,0,0,0,0,0,0,74,2
118756,1,0,1,0,1,0,0,0,55,2
118760,1,0,0,0,1,0,0,1,70,2
118770,0,1,0,1,0,1,0,1,53,2
118771,0,1,0,0,0,0,1,0,85,2
118776,0,1,0,1,0,0,0,1,53,2
118778,1,0,0,1,1,0,1,0,62,1
118781,0,1,0,0,1,0,0,1,87,2
118782,1,0,1,0,1,0,1,0,65,2
118783,0,0,0,0,1,0,1,0,63,2
118784,1,0,0,0,1,0,1,0,60,2
118789,0,0,0,1,0,1,0,1,57,1
118790,0,1,0,1,0,1,0,1,55,2
118792,0,1,0,1,0,1,0,1,70,2
118796,0,1,0,0,1,0,0,1,72,2
118797,0,1,0,1,0,1,0,1,61,2
118799,0,1,0,0,1,0,0,1,66,2
118800,1,0,1,0,1,0,1,0,63,2
118801,1,0,0,0,1,0,0,0,38,2
118804,0,1,1,0,1,0,0,1,59,1
118820,0,1,0,0,1,0,1,0,74,2
118822,1,0,1,0,1,0,1,0,66,1
118823,0,1,0,0,0,0,0,1,80,2
118824,1,0,1,0,0,0,0,0,65,2
118826,1,0,0,1,0,1,1,0,71,2
118829,0,0,1,0,1,0,1,0,61,2
118831,0,1,0,1,0,1,1,0,56,2
118840,1,0,0,0,0,0,1,0,81,2
118842,1,0,0,1,0,1,1,0,84,2
118848,0,1,0,1,0,1,0,1,66,2
118851,0,0,0,1,1,0,0,1,68,1
118852,0,0,0,0,1,0,-99,-99,83,2
118857,1,0,0,1,0,1,0,1,64,1
118861,0,1,0,1,0,1,1,0,56,2
118864,1,0,1,0,1,0,0,1,61,2
118866,0,0,0,0,0,0,1,0,80,2
118868,0,0,0,1,1,0,0,1,73,2
118871,1,0,0,0,1,0,1,0,66,2
118877,0,1,0,0,1,0,0,1,75,1
118879,1,0,0,1,1,0,1,0,67,1
118888,0,0,0,0,1,0,1,0,72,1
118889,0,0,1,0,0,1,0,1,58,1
118890,-99,-99,1,0,0,1,0,0,59,2
118893,-99,-99,0,0,1,0,-99,-99,58,1
118895,0,1,1,0,1,0,1,0,66,2
118897,0,1,0,1,0,1,0,1,62,1
118898,0,0,1,0,1,0,-99,-99,58,2
118902,0,0,0,1,1,0,1,0,62,2
118905,0,1,0,1,1,0,0,0,54,2
118909,0,0,0,1,1,0,0,0,67,2
118915,1,0,1,0,0,0,1,0,63,2
118916,0,0,1,0,1,0,1,0,61,2
118917,1,0,1,0,0,0,1,0,71,1
118918,0,1,0,1,1,0,0,1,57,2
118919,0,0,0,0,0,0,1,0,79,1
118920,0,0,0,0,0,0,0,0,58,1
118925,0,1,1,0,0,1,1,0,50,2
118931,1,0,0,0,1,0,0,0,64,1
118934,0,1,0,1,0,1,0,1,45,2
118936,0,1,1,0,1,0,1,0,67,2
118938,1,0,0,0,1,0,0,1,58,2
118944,0,0,0,1,1,0,1,0,58,1
118945,1,0,0,0,0,0,0,0,83,1
118952,1,0,1,0,1,0,1,0,58,1
118954,-99,-99,0,0,0,0,-99,-99,51,1
118955,0,1,0,1,1,0,0,1,63,2
118958,0,1,0,1,0,1,0,1,75,1
118959,0,1,0,1,0,1,1,0,53,2
118960,0,1,1,0,1,0,0,0,86,2
118961,1,0,0,1,1,0,1,0,77,1
118963,0,1,1,0,1,0,0,1,66,2
118964,1,0,0,0,0,0,1,0,61,2
118975,0,0,0,0,1,0,0,0,68,1
118977,1,0,1,0,0,0,0,0,61,2
118979,0,1,1,0,1,0,0,0,53,2
118981,1,0,0,0,0,0,0,0,62,1
118982,0,1,1,0,1,0,1,0,69,1
118989,0,1,0,1,1,0,0,1,58,2
118990,-99,-99,0,1,0,1,0,1,62,2
118994,0,1,0,1,0,1,0,1,62,1
118998,0,1,0,0,1,0,1,0,65,1
119000,0,1,0,0,0,1,0,1,63,2
119001,0,0,0,1,1,0,0,1,55,2
119002,0,1,0,1,1,0,0,1,65,2
119009,0,1,0,0,1,0,0,0,60,2
119012,1,0,1,0,1,0,1,0,69,2
119021,1,0,0,0,1,0,0,0,64,1
119035,0,0,0,0,0,0,1,0,72,2
119036,0,1,1,0,1,0,1,0,70,2
119037,0,0,0,1,1,0,1,0,75,1
119044,1,0,0,0,0,0,1,0,65,2
119046,0,1,0,0,1,0,1,0,81,2
119049,1,0,0,0,1,0,0,0,74,2
119052,0,0,0,0,0,0,0,0,61,1
119053,1,0,0,0,1,0,1,0,66,2
119055,0,1,1,0,1,0,1,0,63,2
119059,0,1,0,0,1,0,0,1,60,2
119060,1,0,0,0,0,1,0,1,62,1
119061,0,0,1,0,1,0,0,0,62,2
119063,0,0,0,1,1,0,1,0,80,1
119064,0,1,1,0,1,0,1,0,59,2
119065,0,1,0,0,0,0,1,0,67,1
119066,1,0,1,0,0,0,1,0,64,2
119068,1,0,0,1,0,1,0,1,77,2
119075,1,0,0,0,1,0,1,0,57,2
119078,0,0,1,0,1,0,0,0,63,1
119079,0,1,0,1,1,0,0,0,73,1
119082,1,0,0,0,1,0,1,0,61,1
119083,1,0,0,0,0,0,0,1,76,2
119084,1,0,0,1,0,1,1,0,58,1
119088,0,1,0,0,0,0,0,0,62,2
119095,0,0,0,0,0,0,0,0,87,2
119097,0,0,0,1,0,1,1,0,61,1
119104,1,0,0,0,1,0,0,0,60,2
119105,0,1,1,0,0,0,-99,-99,73,2
119106,0,0,1,0,1,0,1,0,65,1
119109,1,0,1,0,0,1,0,1,78,1
119110,0,1,0,1,0,1,1,0,64,2
119113,0,0,1,0,0,0,1,0,64,1
119114,0,0,0,0,1,0,0,0,57,1
119115,0,0,0,1,0,1,0,1,64,1
119119,0,0,0,1,0,1,1,0,61,1
119120,0,1,0,0,1,0,1,0,51,2
119123,0,0,0,0,1,0,0,1,71,2
119124,0,0,0,1,1,0,0,1,79,1
119125,0,1,0,1,1,0,-99,-99,62,1
119127,1,0,0,1,1,0,0,0,60,1
119138,0,0,0,0,1,0,0,0,62,1
119145,0,1,0,1,1,0,1,0,66,1
119148,1,0,1,0,1,0,1,0,64,2
119149,0,0,0,0,1,0,0,0,66,2
119150,0,0,0,1,1,0,1,0,67,2
119157,0,0,0,0,0,0,0,0,61,2
119159,0,1,1,0,1,0,1,0,58,1
119162,0,0,0,0,0,0,0,0,60,1
119166,-99,-99,0,0,1,0,0,0,66,1
119167,0,1,0,1,1,0,1,0,73,1
119173,1,0,0,0,1,0,0,0,64,1
119174,0,1,0,1,0,1,1,0,65,1
119179,1,0,0,1,0,1,-99,-99,69,1
119182,0,0,0,0,1,0,1,0,56,1
119183,1,0,1,0,1,0,0,0,58,1
119186,-99,-99,0,0,0,0,0,0,60,2
119188,0,1,0,1,1,0,0,1,71,2
119191,0,0,0,1,0,0,0,0,61,2
119194,0,1,1,0,1,0,0,0,68,1
119197,1,0,0,1,0,1,0,1,58,2
119198,1,0,0,1,0,0,1,0,61,2
119201,0,0,0,1,0,0,0,1,68,2
119203,1,0,0,0,1,0,0,1,56,1
119204,1,0,1,0,1,0,0,1,67,2
119208,1,0,1,0,1,0,0,0,61,2
119209,0,1,0,0,1,0,0,0,82,2
119212,1,0,0,0,0,0,0,1,49,2
119213,0,1,1,0,0,1,0,1,46,1
119214,0,1,0,0,1,0,1,0,70,2
119218,-99,-99,1,0,1,0,0,1,61,2
119220,1,0,0,1,1,0,0,1,59,1
119226,0,0,0,0,0,0,1,0,58,1
119231,0,1,1,0,1,0,1,0,64,2
119233,0,1,0,1,1,0,0,1,59,2
119234,0,1,0,1,1,0,0,1,75,1
119237,1,0,0,1,0,0,1,0,65,2
119240,1,0,1,0,1,0,1,0,76,2
119243,0,1,0,0,0,0,0,1,61,2
119247,1,0,1,0,1,0,-99,-99,62,2
119250,0,0,0,0,0,0,0,0,57,2
119252,0,0,0,0,1,0,0,0,70,2
119253,0,1,0,0,1,0,0,1,65,1
119254,0,1,0,1,1,0,0,0,60,2
119263,1,0,0,0,0,0,0,1,59,2
119265,0,1,0,1,1,0,1,0,57,1
119271,0,0,0,1,0,0,1,0,65,1
119274,0,1,0,1,1,0,0,0,59,2
119275,1,0,0,1,0,1,1,0,57,1
119289,0,0,0,0,0,1,1,0,62,1
119291,0,1,0,0,1,0,1,0,61,2
119297,1,0,0,0,1,0,1,0,64,1
119299,1,0,0,0,0,0,0,0,70,2
119302,1,0,1,0,1,0,0,1,63,2
119303,1,0,1,0,0,0,0,0,76,2
119308,0,1,1,0,1,0,1,0,66,1
119315,0,1,0,1,1,0,0,1,62,2
119318,0,0,1,0,1,0,0,0,72,2
119319,1,0,0,1,1,0,1,0,63,1
119325,1,0,1,0,1,0,0,1,62,1
119326,1,0,0,1,1,0,0,1,59,2
119330,0,1,0,1,0,1,1,0,63,1
119333,0,1,1,0,1,0,1,0,63,2
119337,0,0,0,0,1,0,0,0,56,2
119340,1,0,0,1,0,1,0,1,55,2
119342,0,1,0,1,1,0,1,0,56,2
119348,1,0,1,0,1,0,0,1,54,2
119350,0,0,1,0,1,0,1,0,70,2
119351,0,1,0,1,0,1,0,1,59,1
119352,0,1,1,0,0,0,0,0,80,1
119355,0,1,0,0,0,1,0,0,65,1
119357,0,0,1,0,1,0,0,0,57,1
119358,1,0,0,1,1,0,0,1,59,2
119359,0,1,0,1,0,1,0,1,65,2
119363,0,0,0,0,1,0,1,0,75,1
119372,1,0,1,0,1,0,0,1,59,2
119377,0,0,0,0,0,0,0,0,61,1
119378,-99,-99,0,0,1,0,0,0,58,1
119381,0,1,0,1,1,0,0,0,74,2
119382,0,1,0,0,1,0,1,0,53,2
119383,1,0,0,0,0,0,0,0,76,1
119385,0,0,1,0,1,0,1,0,71,1
119391,1,0,0,1,0,0,0,0,70,1
119394,0,1,0,0,1,0,0,0,63,1
119404,0,1,1,0,1,0,-99,-99,62,1
119406,1,0,0,1,1,0,0,1,63,1
119409,1,0,0,0,1,0,-99,-99,72,1
119412,0,1,0,1,0,1,0,1,49,2
119413,0,1,0,0,1,0,1,0,66,1
119417,0,0,1,0,0,1,1,0,57,2
119418,0,0,0,0,1,0,1,0,62,1
119419,0,1,0,1,1,0,1,0,69,2
119425,0,1,0,1,0,1,0,1,61,1
119427,0,0,0,0,0,0,0,0,73,1
119431,0,0,1,0,1,0,0,0,62,1
119438,0,1,0,0,1,0,0,1,62,2
119441,0,1,0,1,1,0,0,1,62,1
119446,0,1,0,1,1,0,0,1,62,1
119447,1,0,1,0,1,0,1,0,61,2
119451,0,1,0,1,0,1,0,1,82,1
119453,0,0,1,0,0,1,1,0,61,2
119457,-99,-99,1,0,0,0,0,1,69,2
119464,0,1,0,1,1,0,1,0,59,1
119469,0,1,0,1,0,1,0,1,55,2
119471,1,0,0,1,1,0,0,1,70,2
119473,0,1,0,1,1,0,0,1,69,2
119475,1,0,1,0,0,0,0,1,65,2
119477,1,0,0,0,1,0,0,0,58,1
119483,0,0,0,1,1,0,1,0,56,2
119491,1,0,1,0,1,0,1,0,60,1
119494,1,0,0,0,1,0,0,1,71,2
119499,0,1,0,0,0,1,1,0,62,1
119505,1,0,1,0,0,0,1,0,60,2
119506,0,1,0,0,0,0,0,1,59,2
119507,0,0,0,0,1,0,0,1,82,1
119511,0,1,0,0,1,0,0,1,57,2
119514,1,0,1,0,1,0,1,0,59,1
119515,0,0,0,0,1,0,1,0,56,2
119521,0,0,0,0,1,0,0,0,76,2
119522,1,0,0,0,0,0,1,0,71,2
119523,0,1,1,0,0,1,0,0,65,1
119529,0,0,0,0,0,0,0,1,45,1
119532,0,1,1,0,1,0,0,1,63,1
119533,0,0,0,0,0,1,1,0,63,1
119538,0,1,0,0,0,1,0,1,67,2
119541,1,0,0,0,0,0,0,0,81,2
119544,0,1,1,0,1,0,1,0,58,2
119545,0,0,0,0,0,0,0,0,70,1
119547,0,0,0,0,0,0,0,0,68,2
119549,0,1,0,1,0,1,1,0,66,1
119556,0,1,0,1,1,0,1,0,63,1
119559,0,1,0,1,0,1,0,1,64,1
119560,0,1,0,1,1,0,0,0,65,2
119561,0,1,0,1,0,1,1,0,53,2
119562,0,1,0,1,1,0,0,1,63,1
119565,1,0,0,0,1,0,1,0,66,1
119567,0,1,0,1,0,1,0,1,75,2
119569,1,0,0,1,0,0,0,1,56,2
119577,0,1,0,1,0,1,1,0,66,2
119582,0,0,1,0,0,0,-99,-99,68,2
119599,0,1,0,1,1,0,0,1,74,2
119601,0,1,0,1,0,1,0,1,72,1
119602,1,0,0,1,0,1,1,0,55,2
119611,-99,-99,0,0,1,0,0,0,64,2
119618,1,0,1,0,1,0,0,0,57,2
119631,0,1,0,0,1,0,1,0,63,1
119635,0,1,1,0,1,0,0,1,62,2
119643,0,1,0,1,1,0,1,0,64,1
119645,0,1,0,1,1,0,0,0,56,2
119654,0,1,0,1,0,1,0,1,61,1
119656,0,1,0,1,0,1,-99,-99,73,1
119661,0,0,0,0,1,0,0,0,68,1
119662,0,1,0,1,1,0,0,1,81,2
119663,1,0,0,0,1,0,0,1,54,1
119673,0,0,1,0,1,0,1,0,70,1
119677,0,1,1,0,1,0,0,0,71,2
119679,1,0,0,1,1,0,1,0,60,2
119681,0,1,0,0,1,0,1,0,58,1
119682,0,0,1,0,1,0,0,0,71,1
119683,0,1,1,0,1,0,-99,-99,62,2
119686,0,1,0,1,1,0,0,1,66,1
119689,1,0,0,0,0,0,0,0,61,1
119695,0,0,1,0,1,0,1,0,62,2
119700,1,0,1,0,1,0,0,1,71,2
119701,0,1,0,1,1,0,0,1,61,2
119705,0,1,0,1,0,1,1,0,64,1
119706,0,0,0,0,1,0,0,0,57,2
119711,0,1,0,0,1,0,0,1,62,1
119724,-99,-99,0,0,0,0,0,0,66,1
119727,1,0,0,1,0,1,0,0,61,1
119728,0,1,0,1,1,0,0,0,78,2
119731,0,1,0,0,1,0,1,0,62,2
119735,1,0,1,0,1,0,1,0,58,1
119736,1,0,1,0,1,0,0,1,65,2
119737,1,0,0,0,0,0,0,1,57,1
119741,0,1,1,0,1,0,1,0,71,2
119742,0,0,0,0,0,0,0,0,80,2
119744,0,0,0,1,0,1,0,0,58,1
119745,0,1,1,0,1,0,0,1,59,1
119746,1,0,1,0,1,0,0,1,56,1
119747,1,0,0,0,1,0,1,0,57,2
119751,0,1,0,1,0,1,1,0,72,1
119758,0,1,1,0,1,0,0,0,60,2
119760,0,1,0,1,0,1,0,0,60,2
119761,0,0,0,1,0,0,1,0,73,2
119768,1,0,1,0,0,0,0,1,56,1
119774,0,0,0,1,1,0,1,0,63,2
119777,1,0,1,0,1,0,1,0,63,1
119780,0,0,0,0,1,0,1,0,68,1
119782,0,0,0,1,1,0,0,0,66,2
119783,0,1,0,0,1,0,0,1,54,2
119789,0,1,0,1,0,1,1,0,54,1
119790,0,1,0,1,0,1,0,1,67,1
119793,0,1,0,1,1,0,-99,-99,64,2
